"purl","group_id","artifact_id","git_url"
"pkg:maven/io.druid.extensions/mysql-metadata-storage","io.druid.extensions","mysql-metadata-storage","https://github.com/druid-io/druid"
"pkg:maven/us.codecraft/webmagic-core","us.codecraft","webmagic-core","https://github.com/code4craft/webmagic"
"pkg:maven/us.codecraft/webmagic-selenium","us.codecraft","webmagic-selenium","https://github.com/code4craft/webmagic"
"pkg:maven/com.liulishuo.filedownloader/library","com.liulishuo.filedownloader","library","https://github.com/lingochamp/FileDownloader"
"pkg:maven/com.jakewharton.hugo/hugo-runtime","com.jakewharton.hugo","hugo-runtime","https://github.com/JakeWharton/hugo"
"pkg:maven/org.projectlombok/lombok-utils","org.projectlombok","lombok-utils","https://github.com/rzwitserloot/lombok"
"pkg:maven/com.nhaarman.listviewanimations/lib-manipulation","com.nhaarman.listviewanimations","lib-manipulation","https://github.com/nhaarman/ListViewAnimations"
"pkg:maven/com.nhaarman.listviewanimations/lib-core-slh","com.nhaarman.listviewanimations","lib-core-slh","https://github.com/nhaarman/ListViewAnimations"
"pkg:maven/com.nhaarman.listviewanimations/lib-core","com.nhaarman.listviewanimations","lib-core","https://github.com/nhaarman/ListViewAnimations"
"pkg:maven/com.nhaarman.listviewanimations/library","com.nhaarman.listviewanimations","library","https://github.com/nhaarman/ListViewAnimations"
"pkg:maven/com.koushikdutta.ion/ion","com.koushikdutta.ion","ion","https://github.com/koush/ion"
"pkg:maven/io.dropwizard.metrics/metrics-jdbi","io.dropwizard.metrics","metrics-jdbi","https://github.com/dropwizard/metrics"
"pkg:maven/io.dropwizard.metrics/metrics-jetty9-legacy","io.dropwizard.metrics","metrics-jetty9-legacy","https://github.com/dropwizard/metrics"
"pkg:maven/io.dropwizard.metrics/metrics-httpasyncclient","io.dropwizard.metrics","metrics-httpasyncclient","https://github.com/dropwizard/metrics"
"pkg:maven/io.dropwizard.metrics/metrics-httpclient","io.dropwizard.metrics","metrics-httpclient","https://github.com/dropwizard/metrics"
"pkg:maven/io.dropwizard.metrics/metrics-log4j","io.dropwizard.metrics","metrics-log4j","https://github.com/dropwizard/metrics"
"pkg:maven/io.dropwizard.metrics/metrics-parent","io.dropwizard.metrics","metrics-parent","https://github.com/dropwizard/metrics"
"pkg:maven/io.dropwizard.metrics/metrics-log4j2","io.dropwizard.metrics","metrics-log4j2","https://github.com/dropwizard/metrics"
"pkg:maven/cn.pedant.sweetalert/library","cn.pedant.sweetalert","library","https://github.com/pedant/sweet-alert-dialog"
"pkg:maven/com.github.rey5137/material","com.github.rey5137","material","https://github.com/rey5137/material"
"pkg:maven/com.jakewharton.timber/timber-parent","com.jakewharton.timber","timber-parent","https://github.com/JakeWharton/timber"
"pkg:maven/se.emilsjolander/stickylistheaders","se.emilsjolander","stickylistheaders","https://github.com/emilsjolander/StickyListHeaders"
"pkg:maven/se.emilsjolander.stickylistheaders/library","se.emilsjolander.stickylistheaders","library","https://github.com/emilsjolander/StickyListHeaders"
"pkg:maven/com.koushikdutta.async/androidasync","com.koushikdutta.async","androidasync","https://github.com/koush/AndroidAsync"
"pkg:maven/org.lucasr.twowayview/twowayview","org.lucasr.twowayview","twowayview","https://github.com/lucasr/twoway-view"
"pkg:maven/com.squareup/otto-parent","com.squareup","otto-parent","https://github.com/square/otto"
"pkg:maven/com.squareup/otto-sample","com.squareup","otto-sample","https://github.com/square/otto"
"pkg:maven/com.rengwuxian.materialedittext/library","com.rengwuxian.materialedittext","library","https://github.com/rengwuxian/MaterialEditText"
"pkg:maven/com.facebook.rebound/rebound","com.facebook.rebound","rebound","https://github.com/facebook/rebound"
"pkg:maven/com.daimajia.slider/library","com.daimajia.slider","library","https://github.com/daimajia/AndroidImageSlider"
"pkg:maven/com.netflix.eureka/eureka-server","com.netflix.eureka","eureka-server","https://github.com/Netflix/eureka"
"pkg:maven/com.netflix.eureka2/eureka-client","com.netflix.eureka2","eureka-client","https://github.com/Netflix/eureka"
"pkg:maven/com.netflix.eureka/eureka-core","com.netflix.eureka","eureka-core","https://github.com/Netflix/eureka"
"pkg:maven/com.netflix.eureka/eureka-resources","com.netflix.eureka","eureka-resources","https://github.com/Netflix/eureka"
"pkg:maven/com.wordnik/swagger-core_2.10.0","com.wordnik","swagger-core_2.10.0","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.wordnik/swagger-jersey-jaxrs_2.9.1","com.wordnik","swagger-jersey-jaxrs_2.9.1","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.wordnik/swagger-scala-apm-sample-app_2.9.1","com.wordnik","swagger-scala-apm-sample-app_2.9.1","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.wordnik/swagger-scala-sample-app-no-format_2.9.1","com.wordnik","swagger-scala-sample-app-no-format_2.9.1","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.wordnik/swagger-scala-sample-file-upload-app_2.10.0","com.wordnik","swagger-scala-sample-file-upload-app_2.10.0","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.wordnik/swagger-project_2.10.0","com.wordnik","swagger-project_2.10.0","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.wordnik/swagger-scala-jackson2-sample-app_2.9.1","com.wordnik","swagger-scala-jackson2-sample-app_2.9.1","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.wordnik/swagger-java-sample-app_2.9.1","com.wordnik","swagger-java-sample-app_2.9.1","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.wordnik/swagger-jaxrs_2.10.0","com.wordnik","swagger-jaxrs_2.10.0","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.wordnik/swagger-jaxrs_2.11","com.wordnik","swagger-jaxrs_2.11","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.wordnik/swagger-jersey2-jaxrs_2.10","com.wordnik","swagger-jersey2-jaxrs_2.10","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.wordnik/swagger-mule_2.11","com.wordnik","swagger-mule_2.11","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.wordnik/swagger-servlet_2.11","com.wordnik","swagger-servlet_2.11","https://github.com/swagger-api/swagger-core"
"pkg:maven/io.swagger/swagger-models","io.swagger","swagger-models","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.wordnik/swagger-annotations_2.10","com.wordnik","swagger-annotations_2.10","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.wordnik/swagger-core","com.wordnik","swagger-core","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.wordnik/swagger-core_2.11","com.wordnik","swagger-core_2.11","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.wordnik/swagger-jaxrs-utils_2.10.0","com.wordnik","swagger-jaxrs-utils_2.10.0","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.wordnik/swagger-jersey2-jaxrs_2.11","com.wordnik","swagger-jersey2-jaxrs_2.11","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.wordnik/swagger-project_2.10","com.wordnik","swagger-project_2.10","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.wordnik/swagger-jersey-jaxrs_2.10","com.wordnik","swagger-jersey-jaxrs_2.10","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.wordnik/swagger-project_2.9.1","com.wordnik","swagger-project_2.9.1","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.wordnik/swagger-servlet_2.10","com.wordnik","swagger-servlet_2.10","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.wordnik/swagger-core_2.9.1","com.wordnik","swagger-core_2.9.1","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.wordnik/swagger-mule_2.10","com.wordnik","swagger-mule_2.10","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.wordnik/swagger-project_2.11","com.wordnik","swagger-project_2.11","https://github.com/swagger-api/swagger-core"
"pkg:maven/io.swagger/swagger-hibernate-validations","io.swagger","swagger-hibernate-validations","https://github.com/swagger-api/swagger-core"
"pkg:maven/com.github.gabrielemariotti.cards/library","com.github.gabrielemariotti.cards","library","https://github.com/gabrielemariotti/cardslib"
"pkg:maven/org.neo4j/neo4j-cypher-docs","org.neo4j","neo4j-cypher-docs","https://github.com/neo4j/neo4j"
"pkg:maven/org.neo4j.doc/neo4j-cypher-docs","org.neo4j.doc","neo4j-cypher-docs","https://github.com/neo4j/neo4j"
"pkg:maven/org.neo4j.doc/neo4j-cypher-docs-parent","org.neo4j.doc","neo4j-cypher-docs-parent","https://github.com/neo4j/neo4j"
"pkg:maven/org.neo4j.doc/neo4j-cypher-refcard-tests","org.neo4j.doc","neo4j-cypher-refcard-tests","https://github.com/neo4j/neo4j"
"pkg:maven/com.github.gabrielemariotti.cards/library-extra","com.github.gabrielemariotti.cards","library-extra","https://github.com/gabrielemariotti/cardslib"
"pkg:maven/org.neo4j.client/neo4j-browser","org.neo4j.client","neo4j-browser","https://github.com/neo4j/neo4j"
"pkg:maven/com.github.gabrielemariotti.cards/cardslib-cards","com.github.gabrielemariotti.cards","cardslib-cards","https://github.com/gabrielemariotti/cardslib"
"pkg:maven/com.github.gabrielemariotti.cards/cardslib-extra-dragdrop","com.github.gabrielemariotti.cards","cardslib-extra-dragdrop","https://github.com/gabrielemariotti/cardslib"
"pkg:maven/com.github.gabrielemariotti.cards/cardslib-core","com.github.gabrielemariotti.cards","cardslib-core","https://github.com/gabrielemariotti/cardslib"
"pkg:maven/com.github.gabrielemariotti.cards/cardslib-extra-staggeredgrid","com.github.gabrielemariotti.cards","cardslib-extra-staggeredgrid","https://github.com/gabrielemariotti/cardslib"
"pkg:maven/org.neo4j/neo4j-cluster","org.neo4j","neo4j-cluster","https://github.com/neo4j/neo4j"
"pkg:maven/org.neo4j.doc/neo4j-manual-contents","org.neo4j.doc","neo4j-manual-contents","https://github.com/neo4j/neo4j"
"pkg:maven/com.github.gabrielemariotti.cards/cardslib-recyclerview","com.github.gabrielemariotti.cards","cardslib-recyclerview","https://github.com/gabrielemariotti/cardslib"
"pkg:maven/org.neo4j.doc/neo4j-javadocs","org.neo4j.doc","neo4j-javadocs","https://github.com/neo4j/neo4j"
"pkg:maven/com.squareup.okio/okio-parent","com.squareup.okio","okio-parent","https://github.com/square/okio"
"pkg:maven/com.etsy.android.grid/library","com.etsy.android.grid","library","https://github.com/etsy/AndroidStaggeredGrid"
"pkg:maven/com.thinkaurelius.titan/titan-all","com.thinkaurelius.titan","titan-all","https://github.com/thinkaurelius/titan"
"pkg:maven/com.thinkaurelius.titan/titan","com.thinkaurelius.titan","titan","https://github.com/thinkaurelius/titan"
"pkg:maven/jp.co.cyberagent.android.gpuimage/gpuimage-library","jp.co.cyberagent.android.gpuimage","gpuimage-library","https://github.com/CyberAgent/android-gpuimage"
"pkg:maven/jp.co.cyberagent.android.gpuimage/gpuimage-sample","jp.co.cyberagent.android.gpuimage","gpuimage-sample","https://github.com/CyberAgent/android-gpuimage"
"pkg:maven/jp.co.cyberagent.android.gpuimage/gpuimage-parent","jp.co.cyberagent.android.gpuimage","gpuimage-parent","https://github.com/CyberAgent/android-gpuimage"
"pkg:maven/com.github.traex.rippleeffect/library","com.github.traex.rippleeffect","library","https://github.com/traex/RippleEffect"
"pkg:maven/com.github.binarywang/weixin-java-mp","com.github.binarywang","weixin-java-mp","https://github.com/Wechat-Group/weixin-java-tools"
"pkg:maven/com.github.scribejava/scribejava","com.github.scribejava","scribejava","https://github.com/scribejava/scribejava"
"pkg:maven/com.hannesdorfmann.mosby/core-dagger1","com.hannesdorfmann.mosby","core-dagger1","https://github.com/sockeqwe/mosby"
"pkg:maven/com.hannesdorfmann.mosby/viewstate-dagger1","com.hannesdorfmann.mosby","viewstate-dagger1","https://github.com/sockeqwe/mosby"
"pkg:maven/com.hannesdorfmann.mosby3/utils-fragment","com.hannesdorfmann.mosby3","utils-fragment","https://github.com/sockeqwe/mosby"
"pkg:maven/org.asynchttpclient/netty-bp","org.asynchttpclient","netty-bp","https://github.com/AsyncHttpClient/async-http-client"
"pkg:maven/org.asynchttpclient/netty-resolver-dns","org.asynchttpclient","netty-resolver-dns","https://github.com/AsyncHttpClient/async-http-client"
"pkg:maven/org.asynchttpclient/async-http-client-extras-registry","org.asynchttpclient","async-http-client-extras-registry","https://github.com/AsyncHttpClient/async-http-client"
"pkg:maven/org.asynchttpclient/async-http-client-extras-parent","org.asynchttpclient","async-http-client-extras-parent","https://github.com/AsyncHttpClient/async-http-client"
"pkg:maven/org.asynchttpclient/async-http-client","org.asynchttpclient","async-http-client","https://github.com/AsyncHttpClient/async-http-client"
"pkg:maven/org.asynchttpclient/async-http-client-extras-jdeferred","org.asynchttpclient","async-http-client-extras-jdeferred","https://github.com/AsyncHttpClient/async-http-client"
"pkg:maven/org.asynchttpclient/netty-codec-dns","org.asynchttpclient","netty-codec-dns","https://github.com/AsyncHttpClient/async-http-client"
"pkg:maven/ch.acra/acra","ch.acra","acra","https://github.com/ACRA/acra"
"pkg:maven/com.alibaba.otter/canal.example","com.alibaba.otter","canal.example","https://github.com/alibaba/canal"
"pkg:maven/com.alibaba.otter/canal.parse.driver","com.alibaba.otter","canal.parse.driver","https://github.com/alibaba/canal"
"pkg:maven/com.alibaba.otter/canal.client","com.alibaba.otter","canal.client","https://github.com/alibaba/canal"
"pkg:maven/com.alibaba.otter/canal.parse","com.alibaba.otter","canal.parse","https://github.com/alibaba/canal"
"pkg:maven/com.alibaba.otter/canal.store","com.alibaba.otter","canal.store","https://github.com/alibaba/canal"
"pkg:maven/com.alibaba.otter/canal.deployer","com.alibaba.otter","canal.deployer","https://github.com/alibaba/canal"
"pkg:maven/com.alibaba.otter/canal.filter","com.alibaba.otter","canal.filter","https://github.com/alibaba/canal"
"pkg:maven/com.alibaba.otter/canal.protocol","com.alibaba.otter","canal.protocol","https://github.com/alibaba/canal"
"pkg:maven/com.alibaba.otter/canal.server","com.alibaba.otter","canal.server","https://github.com/alibaba/canal"
"pkg:maven/com.alibaba.otter/canal.common","com.alibaba.otter","canal.common","https://github.com/alibaba/canal"
"pkg:maven/org.graylog2/graylog2-inputs","org.graylog2","graylog2-inputs","https://github.com/Graylog2/graylog2-server"
"pkg:maven/org.graylog2/graylog2-parent","org.graylog2","graylog2-parent","https://github.com/Graylog2/graylog2-server"
"pkg:maven/org.graylog2/graylog2-rest-client","org.graylog2","graylog2-rest-client","https://github.com/Graylog2/graylog2-server"
"pkg:maven/org.graylog2/graylog2","org.graylog2","graylog2","https://github.com/Graylog2/graylog2-server"
"pkg:maven/org.graylog2/graylog2-server","org.graylog2","graylog2-server","https://github.com/Graylog2/graylog2-server"
"pkg:maven/com.squareup/android-times-square-parent","com.squareup","android-times-square-parent","https://github.com/square/android-times-square"
"pkg:maven/org.processing/core","org.processing","core","https://github.com/processing/processing"
"pkg:maven/org.processing/net","org.processing","net","https://github.com/processing/processing"
"pkg:maven/com.github.agrosner/DBFlow","com.github.agrosner","DBFlow","https://github.com/Raizlabs/DBFlow"
"pkg:maven/com.prolificinteractive/material-calendarview","com.prolificinteractive","material-calendarview","https://github.com/prolificinteractive/material-calendarview"
"pkg:maven/com.github.castorflex.smoothprogressbar/library-circular","com.github.castorflex.smoothprogressbar","library-circular","https://github.com/castorflex/SmoothProgressBar"
"pkg:maven/cd.go.plugin/go-plugin-api","cd.go.plugin","go-plugin-api","https://github.com/gocd/gocd"
